date,item,sales,price,day_of_week,day_of_week_num,is_weekend,month,day_of_month,year,week_of_year,is_holiday_season,is_summer
2022-07-28,Orange,77,2.29,Thursday,3,0,7,28,2022,30,0,1
2022-07-28,Onion,55,1.17,Thursday,3,0,7,28,2022,30,0,1
2022-07-28,Carrot,6,1.49,Thursday,3,0,7,28,2022,30,0,1
2022-07-29,Apple,177,3.32,Friday,4,0,7,29,2022,30,0,1
2022-07-29,Banana,54,1.37,Friday,4,0,7,29,2022,30,0,1
2022-07-29,Tomato,22,3.19,Friday,4,0,7,29,2022,30,0,1
2022-07-29,Potato,67,1.12,Friday,4,0,7,29,2022,30,0,1
2022-07-29,Spinach,5,1.76,Friday,4,0,7,29,2022,30,0,1
2022-07-29,Orange,78,1.97,Friday,4,0,7,29,2022,30,0,1
2022-07-29,Onion,57,1.25,Friday,4,0,7,29,2022,30,0,1
2022-07-29,Carrot,22,1.74,Friday,4,0,7,29,2022,30,0,1
2022-07-30,Apple,168,3.24,Saturday,5,1,7,30,2022,30,0,1
2022-07-30,Banana,114,1.51,Saturday,5,1,7,30,2022,30,0,1
2022-07-30,Tomato,77,3.51,Saturday,5,1,7,30,2022,30,0,1
2022-07-30,Potato,100,0.96,Saturday,5,1,7,30,2022,30,0,1
2022-07-30,Spinach,43,2.15,Saturday,5,1,7,30,2022,30,0,1
2022-07-30,Orange,120,2.48,Saturday,5,1,7,30,2022,30,0,1
2022-07-30,Onion,90,1.17,Saturday,5,1,7,30,2022,30,0,1
2022-07-30,Carrot,31,1.87,Saturday,5,1,7,30,2022,30,0,1
2022-07-31,Apple,142,2.84,Sunday,6,1,7,31,2022,30,0,1
2022-07-31,Banana,82,1.64,Sunday,6,1,7,31,2022,30,0,1
2022-07-31,Tomato,98,3.81,Sunday,6,1,7,31,2022,30,0,1
2022-07-31,Potato,75,1.15,Sunday,6,1,7,31,2022,30,0,1
2022-07-31,Spinach,60,2.17,Sunday,6,1,7,31,2022,30,0,1
2022-07-31,Orange,111,2.55,Sunday,6,1,7,31,2022,30,0,1
2022-07-31,Onion,89,1.33,Sunday,6,1,7,31,2022,30,0,1
2022-07-31,Carrot,53,1.91,Sunday,6,1,7,31,2022,30,0,1
2022-08-01,Apple,129,2.67,Monday,0,0,8,1,2022,31,0,1
2022-08-01,Banana,92,1.77,Monday,0,0,8,1,2022,31,0,1
2022-08-01,Tomato,69,3.07,Monday,0,0,8,1,2022,31,0,1
2022-08-01,Potato,84,1.1,Monday,0,0,8,1,2022,31,0,1
2022-08-01,Spinach,65,2.38,Monday,0,0,8,1,2022,31,0,1
2022-08-01,Orange,163,2.79,Monday,0,0,8,1,2022,31,0,1
2022-08-01,Onion,55,1.09,Monday,0,0,8,1,2022,31,0,1
2022-08-01,Carrot,23,1.68,Monday,0,0,8,1,2022,31,0,1
2022-08-02,Apple,121,2.85,Tuesday,1,0,8,2,2022,31,0,1
2022-08-02,Banana,56,1.6,Tuesday,1,0,8,2,2022,31,0,1
2022-08-02,Tomato,71,3.19,Tuesday,1,0,8,2,2022,31,0,1
2022-08-02,Potato,120,1.11,Tuesday,1,0,8,2,2022,31,0,1
2022-08-02,Spinach,33,2.18,Tuesday,1,0,8,2,2022,31,0,1
2022-08-02,Orange,110,2.08,Tuesday,1,0,8,2,2022,31,0,1
2022-08-02,Onion,67,1.41,Tuesday,1,0,8,2,2022,31,0,1
2022-08-02,Carrot,5,1.3,Tuesday,1,0,8,2,2022,31,0,1
2022-08-03,Apple,140,3.27,Wednesday,2,0,8,3,2022,31,0,1
2022-08-03,Banana,55,1.45,Wednesday,2,0,8,3,2022,31,0,1
2022-08-03,Tomato,25,2.95,Wednesday,2,0,8,3,2022,31,0,1
2022-08-03,Potato,65,0.95,Wednesday,2,0,8,3,2022,31,0,1
2022-08-03,Spinach,5,1.42,Wednesday,2,0,8,3,2022,31,0,1
2022-08-03,Orange,64,2.15,Wednesday,2,0,8,3,2022,31,0,1
2022-08-03,Onion,71,1.05,Wednesday,2,0,8,3,2022,31,0,1
2022-08-03,Carrot,10,1.37,Wednesday,2,0,8,3,2022,31,0,1
2022-08-04,Apple,152,2.72,Thursday,3,0,8,4,2022,31,0,1
2022-08-04,Banana,31,1.5,Thursday,3,0,8,4,2022,31,0,1
2022-08-04,Tomato,11,2.1,Thursday,3,0,8,4,2022,31,0,1
2022-08-04,Potato,34,0.96,Thursday,3,0,8,4,2022,31,0,1
2022-08-04,Spinach,5,1.73,Thursday,3,0,8,4,2022,31,0,1
2022-08-04,Orange,65,2.03,Thursday,3,0,8,4,2022,31,0,1
2022-08-04,Onion,56,1.11,Thursday,3,0,8,4,2022,31,0,1
2022-08-04,Carrot,16,1.62,Thursday,3,0,8,4,2022,31,0,1
2022-08-05,Apple,112,2.71,Friday,4,0,8,5,2022,31,0,1
2022-08-05,Banana,42,1.51,Friday,4,0,8,5,2022,31,0,1
2022-08-05,Tomato,31,2.77,Friday,4,0,8,5,2022,31,0,1
2022-08-05,Potato,78,0.9,Friday,4,0,8,5,2022,31,0,1
2022-08-05,Spinach,9,1.91,Friday,4,0,8,5,2022,31,0,1
2022-08-05,Orange,57,2.03,Friday,4,0,8,5,2022,31,0,1
2022-08-05,Onion,67,1.26,Friday,4,0,8,5,2022,31,0,1
2022-08-05,Carrot,27,1.84,Friday,4,0,8,5,2022,31,0,1
2022-08-06,Apple,163,2.57,Saturday,5,1,8,6,2022,31,0,1
2022-08-06,Banana,86,1.35,Saturday,5,1,8,6,2022,31,0,1
2022-08-06,Tomato,58,3.29,Saturday,5,1,8,6,2022,31,0,1
2022-08-06,Potato,92,0.92,Saturday,5,1,8,6,2022,31,0,1
2022-08-06,Spinach,44,2.63,Saturday,5,1,8,6,2022,31,0,1
2022-08-06,Orange,116,2.88,Saturday,5,1,8,6,2022,31,0,1
2022-08-06,Onion,108,1.32,Saturday,5,1,8,6,2022,31,0,1
2022-08-06,Carrot,35,1.94,Saturday,5,1,8,6,2022,31,0,1
2022-08-07,Apple,148,2.25,Sunday,6,1,8,7,2022,31,0,1
2022-08-07,Banana,81,1.71,Sunday,6,1,8,7,2022,31,0,1
2022-08-07,Tomato,66,3.28,Sunday,6,1,8,7,2022,31,0,1
2022-08-07,Potato,85,1.07,Sunday,6,1,8,7,2022,31,0,1
2022-08-07,Spinach,67,2.1,Sunday,6,1,8,7,2022,31,0,1
2022-08-07,Orange,120,2.73,Sunday,6,1,8,7,2022,31,0,1
2022-08-07,Onion,81,1.36,Sunday,6,1,8,7,2022,31,0,1
2022-08-07,Carrot,39,1.73,Sunday,6,1,8,7,2022,31,0,1
2022-08-08,Apple,142,3.09,Monday,0,0,8,8,2022,32,0,1
2022-08-08,Banana,61,1.56,Monday,0,0,8,8,2022,32,0,1
2022-08-08,Tomato,64,3.29,Monday,0,0,8,8,2022,32,0,1
2022-08-08,Potato,49,1.1,Monday,0,0,8,8,2022,32,0,1
2022-08-08,Spinach,52,2.08,Monday,0,0,8,8,2022,32,0,1
2022-08-08,Orange,121,2.57,Monday,0,0,8,8,2022,32,0,1
2022-08-08,Onion,64,1.22,Monday,0,0,8,8,2022,32,0,1
2022-08-08,Carrot,24,1.56,Monday,0,0,8,8,2022,32,0,1
2022-08-09,Apple,114,2.81,Tuesday,1,0,8,9,2022,32,0,1
2022-08-09,Banana,57,1.49,Tuesday,1,0,8,9,2022,32,0,1
2022-08-09,Tomato,46,3.51,Tuesday,1,0,8,9,2022,32,0,1
2022-08-09,Potato,61,0.92,Tuesday,1,0,8,9,2022,32,0,1
2022-08-09,Spinach,38,2.23,Tuesday,1,0,8,9,2022,32,0,1
2022-08-09,Orange,103,2.39,Tuesday,1,0,8,9,2022,32,0,1
2022-08-09,Onion,61,1.0,Tuesday,1,0,8,9,2022,32,0,1
2022-08-09,Carrot,22,1.71,Tuesday,1,0,8,9,2022,32,0,1
2022-08-10,Apple,188,3.13,Wednesday,2,0,8,10,2022,32,0,1
2022-08-10,Banana,40,1.44,Wednesday,2,0,8,10,2022,32,0,1
2022-08-10,Tomato,30,3.35,Wednesday,2,0,8,10,2022,32,0,1
2022-08-10,Potato,55,1.11,Wednesday,2,0,8,10,2022,32,0,1
2022-08-10,Spinach,17,1.59,Wednesday,2,0,8,10,2022,32,0,1
2022-08-10,Orange,105,2.21,Wednesday,2,0,8,10,2022,32,0,1
2022-08-10,Onion,43,1.21,Wednesday,2,0,8,10,2022,32,0,1
2022-08-10,Carrot,18,1.7,Wednesday,2,0,8,10,2022,32,0,1
2022-08-11,Apple,134,2.65,Thursday,3,0,8,11,2022,32,0,1
2022-08-11,Banana,73,1.56,Thursday,3,0,8,11,2022,32,0,1
2022-08-11,Tomato,5,2.4,Thursday,3,0,8,11,2022,32,0,1
2022-08-11,Potato,48,0.86,Thursday,3,0,8,11,2022,32,0,1
2022-08-11,Spinach,5,1.45,Thursday,3,0,8,11,2022,32,0,1
2022-08-11,Orange,104,2.19,Thursday,3,0,8,11,2022,32,0,1
2022-08-11,Onion,60,1.09,Thursday,3,0,8,11,2022,32,0,1
2022-08-11,Carrot,5,1.5,Thursday,3,0,8,11,2022,32,0,1
2022-08-12,Apple,135,2.78,Friday,4,0,8,12,2022,32,0,1
2022-08-12,Banana,48,1.38,Friday,4,0,8,12,2022,32,0,1
2022-08-12,Tomato,9,2.82,Friday,4,0,8,12,2022,32,0,1
2022-08-12,Potato,85,1.0,Friday,4,0,8,12,2022,32,0,1
2022-08-12,Spinach,9,1.51,Friday,4,0,8,12,2022,32,0,1
2022-08-12,Orange,84,1.89,Friday,4,0,8,12,2022,32,0,1
2022-08-12,Onion,68,1.19,Friday,4,0,8,12,2022,32,0,1
2022-08-12,Carrot,24,2.04,Friday,4,0,8,12,2022,32,0,1
2022-08-13,Apple,203,3.1,Saturday,5,1,8,13,2022,32,0,1
2022-08-13,Banana,64,1.76,Saturday,5,1,8,13,2022,32,0,1
2022-08-13,Tomato,65,2.78,Saturday,5,1,8,13,2022,32,0,1
2022-08-13,Potato,85,1.28,Saturday,5,1,8,13,2022,32,0,1
2022-08-13,Spinach,43,1.81,Saturday,5,1,8,13,2022,32,0,1
2022-08-13,Orange,99,2.15,Saturday,5,1,8,13,2022,32,0,1
2022-08-13,Onion,112,1.31,Saturday,5,1,8,13,2022,32,0,1
2022-08-13,Carrot,29,1.86,Saturday,5,1,8,13,2022,32,0,1
2022-08-14,Apple,138,2.96,Sunday,6,1,8,14,2022,32,0,1
2022-08-14,Banana,87,1.63,Sunday,6,1,8,14,2022,32,0,1
2022-08-14,Tomato,60,2.7,Sunday,6,1,8,14,2022,32,0,1
2022-08-14,Potato,91,1.21,Sunday,6,1,8,14,2022,32,0,1
2022-08-14,Spinach,47,2.18,Sunday,6,1,8,14,2022,32,0,1
2022-08-14,Orange,122,2.38,Sunday,6,1,8,14,2022,32,0,1
2022-08-14,Onion,94,1.38,Sunday,6,1,8,14,2022,32,0,1
2022-08-14,Carrot,45,1.92,Sunday,6,1,8,14,2022,32,0,1
2022-08-15,Apple,117,2.62,Monday,0,0,8,15,2022,33,0,1
2022-08-15,Banana,40,1.42,Monday,0,0,8,15,2022,33,0,1
2022-08-15,Tomato,48,3.11,Monday,0,0,8,15,2022,33,0,1
2022-08-15,Potato,100,1.25,Monday,0,0,8,15,2022,33,0,1
2022-08-15,Spinach,31,1.9,Monday,0,0,8,15,2022,33,0,1
2022-08-15,Orange,110,2.34,Monday,0,0,8,15,2022,33,0,1
2022-08-15,Onion,83,1.24,Monday,0,0,8,15,2022,33,0,1
2022-08-15,Carrot,17,1.29,Monday,0,0,8,15,2022,33,0,1
2022-08-16,Apple,161,2.63,Tuesday,1,0,8,16,2022,33,0,1
2022-08-16,Banana,50,1.51,Tuesday,1,0,8,16,2022,33,0,1
2022-08-16,Tomato,39,3.15,Tuesday,1,0,8,16,2022,33,0,1
2022-08-16,Potato,53,0.95,Tuesday,1,0,8,16,2022,33,0,1
2022-08-16,Spinach,25,1.97,Tuesday,1,0,8,16,2022,33,0,1
2022-08-16,Orange,105,2.54,Tuesday,1,0,8,16,2022,33,0,1
2022-08-16,Onion,53,1.13,Tuesday,1,0,8,16,2022,33,0,1
2022-08-16,Carrot,28,1.68,Tuesday,1,0,8,16,2022,33,0,1
2022-08-17,Apple,116,2.65,Wednesday,2,0,8,17,2022,33,0,1
2022-08-17,Banana,54,1.65,Wednesday,2,0,8,17,2022,33,0,1
2022-08-17,Tomato,19,2.12,Wednesday,2,0,8,17,2022,33,0,1
2022-08-17,Potato,46,0.9,Wednesday,2,0,8,17,2022,33,0,1
2022-08-17,Spinach,23,1.61,Wednesday,2,0,8,17,2022,33,0,1
2022-08-17,Orange,121,2.82,Wednesday,2,0,8,17,2022,33,0,1
2022-08-17,Onion,54,1.07,Wednesday,2,0,8,17,2022,33,0,1
2022-08-17,Carrot,5,1.31,Wednesday,2,0,8,17,2022,33,0,1
2022-08-18,Apple,100,2.37,Thursday,3,0,8,18,2022,33,0,1
2022-08-18,Banana,27,1.3,Thursday,3,0,8,18,2022,33,0,1
2022-08-18,Tomato,5,2.85,Thursday,3,0,8,18,2022,33,0,1
2022-08-18,Potato,54,0.81,Thursday,3,0,8,18,2022,33,0,1
2022-08-18,Spinach,5,1.57,Thursday,3,0,8,18,2022,33,0,1
2022-08-18,Orange,75,2.41,Thursday,3,0,8,18,2022,33,0,1
2022-08-18,Onion,44,0.98,Thursday,3,0,8,18,2022,33,0,1
2022-08-18,Carrot,5,1.56,Thursday,3,0,8,18,2022,33,0,1
2022-08-19,Apple,128,2.69,Friday,4,0,8,19,2022,33,0,1
2022-08-19,Banana,50,1.49,Friday,4,0,8,19,2022,33,0,1
2022-08-19,Tomato,18,2.63,Friday,4,0,8,19,2022,33,0,1
2022-08-19,Potato,84,1.04,Friday,4,0,8,19,2022,33,0,1
2022-08-19,Spinach,5,1.75,Friday,4,0,8,19,2022,33,0,1
2022-08-19,Orange,67,2.26,Friday,4,0,8,19,2022,33,0,1
2022-08-19,Onion,60,1.25,Friday,4,0,8,19,2022,33,0,1
2022-08-19,Carrot,5,1.49,Friday,4,0,8,19,2022,33,0,1
2022-08-20,Apple,167,3.18,Saturday,5,1,8,20,2022,33,0,1
2022-08-20,Banana,96,1.65,Saturday,5,1,8,20,2022,33,0,1
2022-08-20,Tomato,49,2.55,Saturday,5,1,8,20,2022,33,0,1
2022-08-20,Potato,97,0.96,Saturday,5,1,8,20,2022,33,0,1
2022-08-20,Spinach,41,2.0,Saturday,5,1,8,20,2022,33,0,1
2022-08-20,Orange,125,2.37,Saturday,5,1,8,20,2022,33,0,1
2022-08-20,Onion,79,1.34,Saturday,5,1,8,20,2022,33,0,1
2022-08-20,Carrot,31,1.51,Saturday,5,1,8,20,2022,33,0,1
2022-08-21,Apple,158,2.79,Sunday,6,1,8,21,2022,33,0,1
2022-08-21,Banana,87,1.69,Sunday,6,1,8,21,2022,33,0,1
2022-08-21,Tomato,67,3.3,Sunday,6,1,8,21,2022,33,0,1
2022-08-21,Potato,77,0.99,Sunday,6,1,8,21,2022,33,0,1
2022-08-21,Spinach,60,2.21,Sunday,6,1,8,21,2022,33,0,1
2022-08-21,Orange,127,2.6,Sunday,6,1,8,21,2022,33,0,1
2022-08-21,Onion,82,1.39,Sunday,6,1,8,21,2022,33,0,1
2022-08-21,Carrot,54,1.88,Sunday,6,1,8,21,2022,33,0,1
2022-08-22,Apple,140,2.82,Monday,0,0,8,22,2022,34,0,1
2022-08-22,Banana,72,1.58,Monday,0,0,8,22,2022,34,0,1
2022-08-22,Tomato,39,2.65,Monday,0,0,8,22,2022,34,0,1
2022-08-22,Potato,76,0.96,Monday,0,0,8,22,2022,34,0,1
2022-08-22,Spinach,44,1.74,Monday,0,0,8,22,2022,34,0,1
2022-08-22,Orange,146,2.61,Monday,0,0,8,22,2022,34,0,1
2022-08-22,Onion,73,1.19,Monday,0,0,8,22,2022,34,0,1
2022-08-22,Carrot,26,1.77,Monday,0,0,8,22,2022,34,0,1
2022-08-23,Apple,118,2.76,Tuesday,1,0,8,23,2022,34,0,1
2022-08-23,Banana,68,1.71,Tuesday,1,0,8,23,2022,34,0,1
2022-08-23,Tomato,21,2.47,Tuesday,1,0,8,23,2022,34,0,1
2022-08-23,Potato,43,1.0,Tuesday,1,0,8,23,2022,34,0,1
2022-08-23,Spinach,30,2.18,Tuesday,1,0,8,23,2022,34,0,1
2022-08-23,Orange,77,2.18,Tuesday,1,0,8,23,2022,34,0,1
2022-08-23,Onion,63,1.34,Tuesday,1,0,8,23,2022,34,0,1
2022-08-23,Carrot,5,1.38,Tuesday,1,0,8,23,2022,34,0,1
2022-08-24,Apple,108,3.0,Wednesday,2,0,8,24,2022,34,0,1
2022-08-24,Banana,40,1.79,Wednesday,2,0,8,24,2022,34,0,1
2022-08-24,Tomato,9,2.44,Wednesday,2,0,8,24,2022,34,0,1
2022-08-24,Potato,61,0.8,Wednesday,2,0,8,24,2022,34,0,1
2022-08-24,Spinach,5,1.67,Wednesday,2,0,8,24,2022,34,0,1
2022-08-24,Orange,72,2.33,Wednesday,2,0,8,24,2022,34,0,1
2022-08-24,Onion,57,0.84,Wednesday,2,0,8,24,2022,34,0,1
2022-08-24,Carrot,13,1.4,Wednesday,2,0,8,24,2022,34,0,1
2022-08-25,Apple,116,2.42,Thursday,3,0,8,25,2022,34,0,1
2022-08-25,Banana,50,1.39,Thursday,3,0,8,25,2022,34,0,1
2022-08-25,Tomato,12,2.55,Thursday,3,0,8,25,2022,34,0,1
2022-08-25,Potato,65,0.94,Thursday,3,0,8,25,2022,34,0,1
2022-08-25,Spinach,5,1.76,Thursday,3,0,8,25,2022,34,0,1
2022-08-25,Orange,65,1.8,Thursday,3,0,8,25,2022,34,0,1
2022-08-25,Onion,44,0.93,Thursday,3,0,8,25,2022,34,0,1
2022-08-25,Carrot,8,1.37,Thursday,3,0,8,25,2022,34,0,1
2022-08-26,Apple,126,2.49,Friday,4,0,8,26,2022,34,0,1
2022-08-26,Banana,58,1.28,Friday,4,0,8,26,2022,34,0,1
2022-08-26,Tomato,20,2.63,Friday,4,0,8,26,2022,34,0,1
2022-08-26,Potato,54,0.84,Friday,4,0,8,26,2022,34,0,1
2022-08-26,Spinach,5,1.65,Friday,4,0,8,26,2022,34,0,1
2022-08-26,Orange,82,2.43,Friday,4,0,8,26,2022,34,0,1
2022-08-26,Onion,52,1.07,Friday,4,0,8,26,2022,34,0,1
2022-08-26,Carrot,21,1.59,Friday,4,0,8,26,2022,34,0,1
2022-08-27,Apple,168,3.25,Saturday,5,1,8,27,2022,34,0,1
2022-08-27,Banana,89,1.59,Saturday,5,1,8,27,2022,34,0,1
2022-08-27,Tomato,82,3.49,Saturday,5,1,8,27,2022,34,0,1
2022-08-27,Potato,110,1.08,Saturday,5,1,8,27,2022,34,0,1
2022-08-27,Spinach,32,1.86,Saturday,5,1,8,27,2022,34,0,1
2022-08-27,Orange,120,2.49,Saturday,5,1,8,27,2022,34,0,1
2022-08-27,Onion,98,1.31,Saturday,5,1,8,27,2022,34,0,1
2022-08-27,Carrot,41,1.98,Saturday,5,1,8,27,2022,34,0,1
2022-08-28,Apple,142,2.8,Sunday,6,1,8,28,2022,34,0,1
2022-08-28,Banana,88,1.47,Sunday,6,1,8,28,2022,34,0,1
2022-08-28,Tomato,79,3.86,Sunday,6,1,8,28,2022,34,0,1
2022-08-28,Potato,81,0.99,Sunday,6,1,8,28,2022,34,0,1
2022-08-28,Spinach,49,2.26,Sunday,6,1,8,28,2022,34,0,1
2022-08-28,Orange,99,2.61,Sunday,6,1,8,28,2022,34,0,1
2022-08-28,Onion,67,1.14,Sunday,6,1,8,28,2022,34,0,1
2022-08-28,Carrot,40,1.71,Sunday,6,1,8,28,2022,34,0,1
2022-08-29,Apple,138,2.93,Monday,0,0,8,29,2022,35,0,1
2022-08-29,Banana,69,1.77,Monday,0,0,8,29,2022,35,0,1
2022-08-29,Tomato,56,3.02,Monday,0,0,8,29,2022,35,0,1
2022-08-29,Potato,66,0.92,Monday,0,0,8,29,2022,35,0,1
2022-08-29,Spinach,50,1.58,Monday,0,0,8,29,2022,35,0,1
2022-08-29,Orange,111,2.12,Monday,0,0,8,29,2022,35,0,1
2022-08-29,Onion,74,1.09,Monday,0,0,8,29,2022,35,0,1
2022-08-29,Carrot,37,1.89,Monday,0,0,8,29,2022,35,0,1
2022-08-30,Apple,135,3.2,Tuesday,1,0,8,30,2022,35,0,1
2022-08-30,Banana,65,1.66,Tuesday,1,0,8,30,2022,35,0,1
2022-08-30,Tomato,83,3.45,Tuesday,1,0,8,30,2022,35,0,1
2022-08-30,Potato,127,1.19,Tuesday,1,0,8,30,2022,35,0,1
2022-08-30,Spinach,50,2.17,Tuesday,1,0,8,30,2022,35,0,1
2022-08-30,Orange,137,2.62,Tuesday,1,0,8,30,2022,35,0,1
2022-08-30,Onion,32,1.07,Tuesday,1,0,8,30,2022,35,0,1
2022-08-30,Carrot,22,1.58,Tuesday,1,0,8,30,2022,35,0,1
2022-08-31,Apple,123,2.72,Wednesday,2,0,8,31,2022,35,0,1
2022-08-31,Banana,57,1.26,Wednesday,2,0,8,31,2022,35,0,1
2022-08-31,Tomato,32,2.82,Wednesday,2,0,8,31,2022,35,0,1
2022-08-31,Potato,61,0.97,Wednesday,2,0,8,31,2022,35,0,1
2022-08-31,Spinach,8,1.24,Wednesday,2,0,8,31,2022,35,0,1
2022-08-31,Orange,82,2.32,Wednesday,2,0,8,31,2022,35,0,1
2022-08-31,Onion,46,1.48,Wednesday,2,0,8,31,2022,35,0,1
2022-08-31,Carrot,12,1.74,Wednesday,2,0,8,31,2022,35,0,1
2022-09-01,Apple,111,2.98,Thursday,3,0,9,1,2022,35,0,0
2022-09-01,Banana,7,1.3,Thursday,3,0,9,1,2022,35,0,0
2022-09-01,Tomato,11,2.87,Thursday,3,0,9,1,2022,35,0,0
2022-09-01,Potato,57,1.16,Thursday,3,0,9,1,2022,35,0,0
2022-09-01,Spinach,5,1.47,Thursday,3,0,9,1,2022,35,0,0
2022-09-01,Orange,49,1.87,Thursday,3,0,9,1,2022,35,0,0
2022-09-01,Onion,50,1.24,Thursday,3,0,9,1,2022,35,0,0
2022-09-01,Carrot,15,1.51,Thursday,3,0,9,1,2022,35,0,0
2022-09-02,Apple,107,2.42,Friday,4,0,9,2,2022,35,0,0
2022-09-02,Banana,45,1.38,Friday,4,0,9,2,2022,35,0,0
2022-09-02,Tomato,24,2.89,Friday,4,0,9,2,2022,35,0,0
2022-09-02,Potato,69,0.96,Friday,4,0,9,2,2022,35,0,0
2022-09-02,Spinach,5,1.61,Friday,4,0,9,2,2022,35,0,0
2022-09-02,Orange,49,2.0,Friday,4,0,9,2,2022,35,0,0
2022-09-02,Onion,47,0.89,Friday,4,0,9,2,2022,35,0,0
2022-09-02,Carrot,6,1.24,Friday,4,0,9,2,2022,35,0,0
2022-09-03,Apple,205,3.15,Saturday,5,1,9,3,2022,35,0,0
2022-09-03,Banana,88,1.59,Saturday,5,1,9,3,2022,35,0,0
2022-09-03,Tomato,50,2.77,Saturday,5,1,9,3,2022,35,0,0
2022-09-03,Potato,100,1.1,Saturday,5,1,9,3,2022,35,0,0
2022-09-03,Spinach,38,2.02,Saturday,5,1,9,3,2022,35,0,0
2022-09-03,Orange,97,2.31,Saturday,5,1,9,3,2022,35,0,0
2022-09-03,Onion,83,1.32,Saturday,5,1,9,3,2022,35,0,0
2022-09-03,Carrot,51,1.34,Saturday,5,1,9,3,2022,35,0,0
2022-09-04,Apple,125,3.03,Sunday,6,1,9,4,2022,35,0,0
2022-09-04,Banana,80,1.58,Sunday,6,1,9,4,2022,35,0,0
2022-09-04,Tomato,81,3.4,Sunday,6,1,9,4,2022,35,0,0
2022-09-04,Potato,94,0.95,Sunday,6,1,9,4,2022,35,0,0
2022-09-04,Spinach,54,2.64,Sunday,6,1,9,4,2022,35,0,0
2022-09-04,Orange,83,2.08,Sunday,6,1,9,4,2022,35,0,0
2022-09-04,Onion,85,1.17,Sunday,6,1,9,4,2022,35,0,0
2022-09-04,Carrot,47,2.02,Sunday,6,1,9,4,2022,35,0,0
2022-09-05,Apple,115,2.84,Monday,0,0,9,5,2022,36,0,0
2022-09-05,Banana,73,1.43,Monday,0,0,9,5,2022,36,0,0
2022-09-05,Tomato,43,3.07,Monday,0,0,9,5,2022,36,0,0
2022-09-05,Potato,71,0.93,Monday,0,0,9,5,2022,36,0,0
2022-09-05,Spinach,35,1.68,Monday,0,0,9,5,2022,36,0,0
2022-09-05,Orange,91,2.24,Monday,0,0,9,5,2022,36,0,0
2022-09-05,Onion,69,1.2,Monday,0,0,9,5,2022,36,0,0
2022-09-05,Carrot,24,1.55,Monday,0,0,9,5,2022,36,0,0
2022-09-06,Apple,110,2.23,Tuesday,1,0,9,6,2022,36,0,0
2022-09-06,Banana,54,1.71,Tuesday,1,0,9,6,2022,36,0,0
2022-09-06,Tomato,66,3.57,Tuesday,1,0,9,6,2022,36,0,0
2022-09-06,Potato,67,1.05,Tuesday,1,0,9,6,2022,36,0,0
2022-09-06,Spinach,29,2.19,Tuesday,1,0,9,6,2022,36,0,0
2022-09-06,Orange,80,2.01,Tuesday,1,0,9,6,2022,36,0,0
2022-09-06,Onion,52,0.96,Tuesday,1,0,9,6,2022,36,0,0
2022-09-06,Carrot,17,1.7,Tuesday,1,0,9,6,2022,36,0,0
2022-09-07,Apple,120,2.79,Wednesday,2,0,9,7,2022,36,0,0
2022-09-07,Banana,37,1.6,Wednesday,2,0,9,7,2022,36,0,0
2022-09-07,Tomato,5,2.29,Wednesday,2,0,9,7,2022,36,0,0
2022-09-07,Potato,102,1.11,Wednesday,2,0,9,7,2022,36,0,0
2022-09-07,Spinach,8,1.6,Wednesday,2,0,9,7,2022,36,0,0
2022-09-07,Orange,69,1.92,Wednesday,2,0,9,7,2022,36,0,0
2022-09-07,Onion,58,1.32,Wednesday,2,0,9,7,2022,36,0,0
2022-09-07,Carrot,5,1.46,Wednesday,2,0,9,7,2022,36,0,0
2022-09-08,Apple,85,2.35,Thursday,3,0,9,8,2022,36,0,0
2022-09-08,Banana,37,1.52,Thursday,3,0,9,8,2022,36,0,0
2022-09-08,Tomato,5,1.98,Thursday,3,0,9,8,2022,36,0,0
2022-09-08,Potato,47,0.98,Thursday,3,0,9,8,2022,36,0,0
2022-09-08,Spinach,5,1.54,Thursday,3,0,9,8,2022,36,0,0
2022-09-08,Orange,52,2.22,Thursday,3,0,9,8,2022,36,0,0
2022-09-08,Onion,56,1.12,Thursday,3,0,9,8,2022,36,0,0
2022-09-08,Carrot,24,1.81,Thursday,3,0,9,8,2022,36,0,0
2022-09-09,Apple,105,2.58,Friday,4,0,9,9,2022,36,0,0
2022-09-09,Banana,39,1.43,Friday,4,0,9,9,2022,36,0,0
2022-09-09,Tomato,11,2.18,Friday,4,0,9,9,2022,36,0,0
2022-09-09,Potato,92,0.97,Friday,4,0,9,9,2022,36,0,0
2022-09-09,Spinach,7,1.31,Friday,4,0,9,9,2022,36,0,0
2022-09-09,Orange,62,2.0,Friday,4,0,9,9,2022,36,0,0
2022-09-09,Onion,65,0.98,Friday,4,0,9,9,2022,36,0,0
2022-09-09,Carrot,5,1.78,Friday,4,0,9,9,2022,36,0,0
2022-09-10,Apple,146,2.44,Saturday,5,1,9,10,2022,36,0,0
2022-09-10,Banana,81,1.62,Saturday,5,1,9,10,2022,36,0,0
2022-09-10,Tomato,59,3.32,Saturday,5,1,9,10,2022,36,0,0
2022-09-10,Potato,84,1.06,Saturday,5,1,9,10,2022,36,0,0
2022-09-10,Spinach,44,1.93,Saturday,5,1,9,10,2022,36,0,0
2022-09-10,Orange,73,2.11,Saturday,5,1,9,10,2022,36,0,0
2022-09-10,Onion,94,1.33,Saturday,5,1,9,10,2022,36,0,0
